v1,v2,v3,v4,v5,v5a_1,v5a_2,v5a_3,v6,v7,v8,v9,v10_1,v10_2,v10_3,v11_1,v11_2,v11_3,v11_4,v11_5,v11_6,v11_7,v11_8,v12,v13,v14,v15_1,v15_2,v16_1,v16_2,v17,v18,v18a_1,v18a_2,v18a_3,v19_1,v19_2,v19_3,v19_4,v19_5,v20_1,v20_2,v20_3,v21_1,v21_2,v21_3,v22,v22a_1,v22a_2,v22a_3,v23,v24,v24a_1,v24a_2,v24a_3,v25,v26,v26a_1,v26a_2,v26a_3,v27,v28,v28a_1,v28a_2,v28a_3,v29,v30,v30a_1,v30a_2,v30a_3,v32,v32a_1,v32a_2,v32a_3,v33,v34,v34a_1,v34a_2,v34a_3,v35,v36,v36a_1,v36a_2,v36a_3,v37,v38,v38a_1,v38a_2,v38a_3,v39,v40,v41,v42,v43,v44,v45,v46,v47,wei1,wei2
17,912,98,1,2,99,99,99,2,1,7,99,95,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,9,9,99,99,99,1,2,3,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,8,1,1,1,1,1.0841,1.4201
10,514,98,5,1,99,99,99,1,1,7,99,5,99,99,2,3,5,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,7,99,9,9,99,99,99,8,8,99,99,99,8,8,99,99,99,9,9,99,99,99,8,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,8,8,9,8,8,98,98,98,1,1.057,1.959
18,880,98,5,5,5,8,96,4,2,99,7,7,6,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,2,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,1,9,2,2,98,1,1,2,.8051,.1254
4,262,98,2,1,99,99,99,1,2,99,10,3,99,99,2,3,5,99,99,99,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,3,99,99,1,2,10,99,99,9,9,99,99,99,2,12,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,1,1,5,1,1,.9525,.6488
12,632,31,4,4,96,99,99,2,2,99,7,95,99,99,2,8,99,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,6,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,8,2,6,99,99,2,2,1,8,8,2,1,1,1,1.1376,1.2844
18,880,40,2,2,99,99,99,1,2,99,10,3,99,99,1,2,6,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,2,3,99,99,1,2,3,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,1,2,4,99,99,9,9,99,99,99,1,1,99,99,99,2,1,9,2,2,1,3,1,2,1.0777,.1678
12,633,35,3,2,99,99,99,2,2,99,7,2,5,99,2,5,6,8,99,99,99,99,1,1,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,7,9,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,4,4,1,1,1.2502,1.4115
12,633,98,1,3,95,99,99,8,2,99,7,95,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,1,8,1,1,1,2,.8415,.9501
18,880,98,2,2,99,99,99,4,2,99,5,3,17,99,1,2,3,8,99,99,99,99,1,2,1,1,2,1,2,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,14,99,99,1,2,4,9,99,1,2,14,99,99,1,2,9,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,2,2,8,1,1,1,1,2,1.0777,.1678
13,613,98,2,3,7,4,99,3,1,7,99,6,99,99,2,3,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,15,6,3,9,9,99,99,99,2,2,2,99,99,1,2,13,99,99,9,9,99,99,99,2,13,2,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,2,2,1,3,1,2,1.1062,.9731
4,270,30,4,1,99,99,99,4,2,99,6,95,99,99,1,2,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,1,2,4,3,99,1,2,3,9,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,2,2,1,1,2,5,1,1,1.0524,.7169
4,261,42,2,3,95,99,99,8,1,8,99,3,18,99,1,2,8,99,99,99,99,99,1,2,1,3,9,1,9,1,1,99,99,99,1,9,9,9,9,20,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,4,1,1,.9525,.6488
12,655,45,1,2,99,99,99,3,1,7,99,95,99,99,1,2,3,5,8,99,99,99,1,1,2,3,9,2,9,1,1,99,99,99,1,9,9,9,9,20,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,2,1,4,2,1,.9979,1.1266
12,651,35,3,4,7,5,99,4,2,99,8,95,99,99,3,5,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,11,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,2,2,1,1,6,3,1,1,1.2502,1.4115
4,260,41,2,2,99,99,99,1,2,99,5,3,1,99,1,2,3,4,5,6,7,8,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,6,8,99,13,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,4,5,1,2,.8621,.5873
12,634,46,1,4,7,99,99,1,1,10,99,3,99,99,2,5,8,99,99,99,99,99,1,2,2,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,9,9,99,99,99,1,2,12,99,99,9,9,99,99,99,9,9,99,99,99,1,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,99,99,99,2,2,2,2,2,1,5,2,2,.8415,.9501
17,900,40,2,1,99,99,99,1,2,99,2,3,99,99,1,2,4,5,8,99,99,99,1,1,1,1,2,2,9,1,2,5,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,1,5,1,1,.9809,1.2849
4,270,37,3,2,99,99,99,8,2,99,10,4,99,99,1,2,3,99,99,99,99,99,1,2,1,1,2,2,9,1,2,2,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,8,8,3,1,1,1.0766,.7334
10,503,40,2,3,95,99,99,8,2,99,9,3,99,99,1,2,3,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,9,99,1,2,96,99,99,1,2,15,9,99,1,2,15,9,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,7,99,99,2,1,9,1,1,3,3,1,2,.8147,1.51
10,521,47,1,5,96,99,99,2,2,99,10,6,99,99,8,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,11,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,99,99,2,1,9,1,8,5,1,2,2,.8218,1.5231
18,885,37,3,1,99,99,99,2,1,7,99,6,99,99,1,2,3,4,5,6,8,99,1,1,1,1,9,2,9,1,1,99,99,99,1,2,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,4,1,1,.7629,.1188
10,510,41,2,2,99,99,99,2,2,99,1,17,3,12,1,2,3,5,8,99,99,99,1,1,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,6,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,1,1,1.0852,2.0113
10,998,41,2,2,99,99,99,4,2,99,6,3,5,9,2,3,4,5,8,99,99,99,1,2,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,11,99,11,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,1,1,1,1,4,2,2,.8147,1.51
12,630,41,2,2,99,99,99,1,2,99,5,4,99,99,1,2,3,5,6,8,99,99,1,1,2,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,1,99,99,99,1,1,99,99,99,1,2,15,99,99,9,9,99,99,99,2,97,99,99,1,1,99,99,99,9,9,99,99,99,1,1,99,99,99,1,1,9,1,1,4,5,1,2,.7768,.877
12,647,46,1,3,95,99,99,1,1,10,99,17,5,99,1,2,3,8,99,99,99,99,1,2,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,1,2,3,99,99,1,2,3,99,99,1,2,3,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,3,7,99,2,1,9,2,1,1,3,1,2,.8415,.9501
13,624,28,4,1,99,99,99,1,2,99,9,17,3,99,2,3,5,8,99,99,99,99,1,1,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,2,2,2,1,4,1,1,1,.8528,.7502
18,880,47,1,1,99,99,99,1,1,3,99,3,12,19,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,2,3,1,9,9,1,96,99,8,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,1,7,1,2,1.3256,.2064
4,263,98,5,2,99,99,99,2,2,99,10,95,99,99,1,2,8,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,2,2,9,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,2,8,8,2,1,2,.8494,.5786
4,261,42,2,3,7,99,99,2,2,99,8,95,99,99,2,3,5,8,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,2,4,1,2,.8621,.5873
4,263,98,2,3,95,99,99,1,1,7,99,3,99,99,1,2,3,5,8,99,99,99,1,2,2,3,9,1,9,1,1,99,99,99,3,9,9,9,9,96,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,3,1,2,.8621,.5873
4,264,15,6,4,6,99,99,2,1,7,99,6,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,99,99,2,2,97,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,2,2,2,2,8,98,2,2,1.1247,.7661
4,263,98,3,4,6,7,99,8,2,99,95,95,99,99,2,8,99,99,99,99,99,99,1,2,2,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,99,99,2,2,1,2,2,1,1,1,2,.9744,.6638
17,946,40,2,1,99,99,99,1,1,5,99,3,8,99,2,3,5,6,8,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,2,5,1,2,.9025,1.1822
12,630,43,1,2,99,99,99,2,2,99,3,3,99,99,2,3,5,6,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,11,1,9,4,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,2,3,1,1,.9979,1.1266
13,622,46,1,4,6,8,99,5,1,7,99,95,99,99,2,3,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,9,9,99,99,99,1,1,99,99,99,1,2,10,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,1,9,2,1,1,5,1,2,1.1462,1.0083
12,632,37,3,1,99,99,99,1,1,98,99,6,99,99,2,3,5,8,99,99,99,99,1,2,1,1,9,2,9,1,1,99,99,99,4,9,9,9,9,6,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,8,4,7,1,1,1.2502,1.4115
13,607,98,3,2,99,99,99,4,2,99,5,2,99,99,1,2,3,4,5,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,17,19,11,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,8,5,1,2,.8847,.7783
13,606,38,2,4,7,99,99,4,2,99,7,95,99,99,2,3,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,3,99,99,2,2,4,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,4,99,99,2,1,9,2,8,1,3,1,2,1.1062,.9731
17,912,44,1,4,7,99,99,4,2,99,9,3,99,99,1,2,5,8,99,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,9,1,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,1,1,1.0841,1.4201
13,603,31,4,3,8,99,99,1,1,7,99,6,5,9,2,5,6,8,99,99,99,99,1,2,1,1,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,6,99,9,9,99,99,99,1,2,3,6,99,9,9,99,99,99,9,9,99,99,99,2,3,6,99,1,2,3,6,99,9,9,99,99,99,1,2,3,6,99,2,1,9,2,1,2,5,1,1,.8528,.7502
10,500,33,3,3,95,99,99,2,2,99,8,3,5,2,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,6,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,99,99,2,1,9,8,2,1,3,1,1,1.1082,2.0539
10,523,46,1,4,7,99,99,2,2,99,7,3,12,99,2,8,99,99,99,99,99,99,1,1,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,3,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,1,9,2,8,8,3,1,2,.8218,1.5231
17,908,98,2,2,99,99,99,1,2,99,6,3,99,99,1,2,3,5,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,1,4,1,2,.9025,1.1822
17,928,47,1,1,99,99,99,2,1,10,99,3,99,99,1,2,8,99,99,99,99,99,1,2,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,11,99,1,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,2,3,1,1,1.0841,1.4201
17,923,37,3,2,99,99,99,2,2,99,3,17,99,99,1,2,3,5,99,99,99,99,1,2,2,1,2,2,9,1,1,99,99,99,3,1,9,9,9,1,9,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,1,1,1,4,7,1,1,.9741,1.276
18,885,40,2,2,99,99,99,2,2,99,10,6,3,99,2,3,5,8,99,99,99,99,1,1,1,1,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,2,2,2,1,1,3,2,1,1.06,.165
18,880,46,1,1,99,99,99,1,2,99,5,1,99,99,1,2,3,4,5,6,8,99,1,2,1,1,2,2,9,1,1,99,99,99,3,1,9,9,9,19,13,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,6,1,2,1.3256,.2064
17,929,38,2,2,99,99,99,2,2,99,7,17,99,99,1,2,8,99,99,99,99,99,1,2,1,1,2,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,8,99,99,99,1,8,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,4,99,99,2,2,2,2,1,1,3,1,1,.9809,1.2849
17,928,45,1,3,6,7,99,3,2,99,95,3,8,99,2,3,4,5,8,99,99,99,1,1,2,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,1,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,4,5,1,2,.9975,1.3066
10,500,98,1,3,95,99,99,2,1,4,99,5,99,99,1,2,3,5,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,2,3,1,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,5,3,2,.8218,1.5231
10,522,25,5,3,6,99,99,3,2,99,95,3,99,99,8,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,4,99,99,2,1,9,2,2,5,1,1,2,.7935,1.4707
18,881,26,5,4,7,99,99,8,2,99,7,95,99,99,2,5,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,99,99,2,2,2,2,8,3,1,2,1,.7919,.1233
13,615,24,5,4,7,99,99,4,2,99,10,95,99,99,2,3,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,11,99,99,9,9,99,99,99,1,2,11,99,99,2,2,11,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,11,99,99,2,1,9,8,8,1,1,2,1,.6791,.5974
13,613,98,2,4,96,99,99,4,1,10,99,3,99,99,2,5,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,13,99,9,9,99,99,99,1,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,4,99,2,2,1,2,1,1,1,1,2,1.1062,.9731
13,621,38,2,4,7,99,99,8,2,99,9,2,99,99,2,8,99,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,6,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,2,1,3,1,1,1.1765,1.035
17,900,25,5,1,99,99,99,3,1,7,99,3,99,99,5,8,99,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,1,2,3,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,2,4,1,1,1.2706,1.6644
13,606,30,4,2,99,99,99,2,1,7,99,6,2,99,1,2,3,5,8,99,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,2,2,3,99,99,2,2,3,99,99,1,2,9,99,99,9,9,99,99,99,2,97,99,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,1,9,2,8,2,3,1,1,.8528,.7502
10,510,37,3,2,99,99,99,2,2,99,6,8,96,99,1,2,4,6,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,11,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,2,2,.832,1.542
18,880,98,4,4,1,5,7,4,2,99,95,95,99,99,7,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,11,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,1,2,1,11,99,2,2,1,11,99,2,2,2,8,8,98,1,1,2,.7795,.1214
10,513,32,4,2,99,99,99,2,1,7,99,3,99,99,1,2,5,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,4,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,4,1,1,1.3764,2.551
4,266,98,4,2,99,99,99,2,2,99,10,3,99,99,2,3,8,99,99,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,1,3,2,2,.9525,.6488
18,885,18,6,4,6,99,99,4,2,99,7,95,99,99,2,5,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,2,2,8,5,3,2,1,1.2258,.1909
18,880,37,3,1,99,99,99,1,2,99,95,2,3,99,1,2,5,7,8,99,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,1,1,99,99,99,1,1,99,99,99,9,9,99,99,99,9,9,99,99,99,1,99,99,99,9,9,99,99,99,1,2,97,99,99,1,1,99,99,99,1,2,1,2,1,5,3,2,2,.7756,.1208
12,635,41,2,1,99,99,99,2,1,7,99,3,2,99,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,1,7,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,1,5,1,1,.9212,1.04
17,909,98,3,2,99,99,99,1,1,7,99,95,99,99,1,2,3,8,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,4,1,2,.8963,1.1741
18,880,40,2,1,99,99,99,1,2,99,6,17,3,99,1,2,8,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,19,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,1,4,1,1,1.06,.165
